beam_deflection_mm,beam_height_mm
43.9089115748193,82.3783783783784
43.9555391037538,82.5945945945946
44.0017697022463,82.8108108108108
44.0476033956182,83.027027027027
44.0930402095569,83.2432432432432
44.1380801701158,83.4594594594595
44.1827233037144,83.6756756756757
44.2269696371382,83.8918918918919
44.2708191975388,84.1081081081081
44.3142720124338,84.3243243243243
44.3573281097067,84.5405405405405
44.3999875176073,84.7567567567568
44.4422502647512,84.972972972973
44.4841163801201,85.1891891891892
44.5255858930618,85.4054054054054
44.5666588332901,85.6216216216216
44.6073352308849,85.8378378378378
44.6476151162918,86.054054054054
44.687498520323,86.2702702702703
44.7269854741562,86.4864864864865
44.7660760093355,86.7027027027027
44.8047701577708,86.9189189189189
44.8430679517382,87.1351351351351
44.8809694238797,87.3513513513514
44.9184746072035,87.5675675675676
44.9555835350836,87.7837837837838
44.9922962412603,88
45.0286127598397,88.2162162162162
45.064533125294,88.4324324324324
45.1000573724616,88.6486486486486
45.1351855365467,88.8648648648649
45.1699176531197,89.0810810810811
45.2042537581169,89.2972972972973
45.2381938878408,89.5135135135135
45.2717380789598,89.7297297297297
45.3048863685083,89.945945945946
45.3376387938869,90.1621621621622
45.3699953928622,90.3783783783784
45.4019562035666,90.5945945945946
45.4335212644988,90.8108108108108
45.4646906145235,91.027027027027
45.4954642928713,91.2432432432432
45.5258423391389,91.4594594594595
45.5558247932892,91.6756756756757
45.5854116956508,91.8918918918919
45.6146030869186,92.1081081081081
45.6433990081534,92.3243243243243
45.6717995007822,92.5405405405405
45.6998046065978,92.7567567567568
45.7274143677592,92.972972972973
45.7546288267914,93.1891891891892
45.7814480265854,93.4054054054054
45.8078720103983,93.6216216216216
45.8339008218531,93.8378378378378
45.859534504939,94.054054054054
45.8847731040111,94.2702702702703
45.9096166637907,94.4864864864865
45.9340652293649,94.7027027027027
45.958118846187,94.9189189189189
45.9817775600764,95.1351351351351
46.0050414172183,95.3513513513514
46.0279104641641,95.5675675675676
46.0503847478312,95.7837837837838
46.0724643155031,96
46.0941492148292,96.2162162162162
46.1154394938249,96.4324324324324
46.1363351865541,96.6486486486486
46.1568362339912,96.8648648648649
46.1769426412741,97.0810810810811
46.1966544305715,97.2972972972973
46.2159716236279,97.5135135135135
46.2348942417639,97.7297297297297
46.253422305876,97.945945945946
46.2715558364366,98.1621621621622
46.2892948534941,98.3783783783784
46.3066393766729,98.5945945945946
46.3235894251731,98.8108108108108
46.3401450177711,99.027027027027
46.3563061728189,99.2432432432432
46.3720729082447,99.4594594594595
46.3874452415525,99.6756756756757
46.4024231898224,99.8918918918919
46.4170067697102,100.108108108108
46.4311959974478,100.324324324324
46.4449908888432,100.540540540541
46.4583914592799,100.756756756757
46.4713977237179,100.972972972973
46.4840096966927,101.189189189189
46.4962273923159,101.405405405405
46.5080508242751,101.621621621622
46.5194800058339,101.837837837838
46.5305149498315,102.054054054054
46.5411556686835,102.27027027027
46.5514021743812,102.486486486486
46.5612544784918,102.702702702703
46.5707125921585,102.918918918919
46.5797765261006,103.135135135135
46.5884462906131,103.351351351351
46.5967218955671,103.567567567568
46.6046033504097,103.783783783784
46.6120906641636,104
46.6191838454279,104.216216216216
46.6258829023774,104.432432432432
46.6321878427629,104.648648648649
46.638098673911,104.864864864865
46.6436154027245,105.081081081081
46.648738035682,105.297297297297
46.653466578838,105.513513513514
46.6578010378231,105.72972972973
46.6617414178437,105.945945945946
46.6652877236821,106.162162162162
46.6684399596968,106.378378378378
46.671198129822,106.594594594595
46.6735622375679,106.810810810811
46.6755322860208,107.027027027027
46.6771082778427,107.243243243243
46.6782902152717,107.459459459459
46.6790781001218,107.675675675676
46.6794719337831,107.891891891892
46.6794717172212,108.108108108108
46.6790774509783,108.324324324324
46.6782891351719,108.540540540541
46.6771067694958,108.756756756757
46.6755303532198,108.972972972973
46.6735598851894,109.189189189189
46.6711953638263,109.405405405405
46.6684367871278,109.621621621622
46.6652841526676,109.837837837838
46.6617374575949,110.054054054054
46.6577966986352,110.27027027027
46.6534618720897,110.486486486486
46.6487329738357,110.702702702703
46.6436099993264,110.918918918919
46.6380929435908,111.135135135135
46.6321818012341,111.351351351351
46.6258765664372,111.567567567568
46.6191772329572,111.783783783784
46.6120837941269,112
